№;school;grade;sex;variant;short;entire;speaking;initial;final;min
1;124;11;Ж;341;------+-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;1;5;27
2;128;11;Ж;345;-+----------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;1;5;27
3;132;11;Ж;340;-+----------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;1;5;27
4;134;11;Ж;339;-+----------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;1;5;27
5;136;11;Ж;348;--------+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;1;5;27
6;136;11;М;342;+-----------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;1;5;27
7;136;11;М;341;+-----------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;1;5;27
8;124;11;Ж;339;----+---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;2;9;27
9;127;11;М;341;+-----+-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;2;9;27
10;127;11;Ж;343;-+-+--------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;2;9;27
11;128;11;М;340;-----++-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;2;9;27
12;130;13;М;105;-+-----+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;2;9;27
13;131;11;Ж;337;----+---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;2;9;27
14;132;11;М;340;--+-----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;2;9;27
15;132;13;Ж;104;-+---+------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;2;9;27
16;135;12;М;339;++----------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;2;9;27
17;136;13;М;506;-+----+-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;2;9;27
18;136;11;М;340;-+-+--------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;2;9;27
19;136;13;М;105;-+--------+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;2;9;27
20;136;13;М;346;--------+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;2;9;27
21;121;11;Ж;345;-----++-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
22;121;13;М;506;+++---------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
23;123;11;Ж;343;++------+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
24;123;11;М;343;-+------+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
25;124;11;Ж;342;---+++------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
26;127;11;Ж;343;-+-+----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
27;128;11;Ж;345;-+------+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
28;128;13;М;106;++--+-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
29;128;11;Ж;337;-+-++-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
30;128;11;Ж;346;++------+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
31;128;13;М;103;++-------+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
32;129;11;М;347;++-+--------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
33;130;11;Ж;343;---++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
34;132;11;Ж;338;-+--+-+-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
35;133;13;М;201;++----+-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
36;133;13;М;105;-++-+-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
37;133;11;Ж;342;-+++--------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
38;133;13;М;106;++----+-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
39;133;13;М;104;-++----+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
40;135;12;М;337;-+-++-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
41;136;11;М;347;++-+--------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
42;136;11;Ж;337;---++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
43;136;11М;М;342;-+++--------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
44;136;13;Ж;506;+---+--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
45;136;13;Ж;502;++--+-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
46;136;13;М;103;-++-+-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
47;136;11;М;348;++-+--------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
48;136;11Б;Ж;338;-+++--------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
49;136;13;Ж;101;+++---------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
50;136;13;М;104;++--+-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
51;136;13;Ж;103;-++--+------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
52;136;13;Ж;502;+-+-+-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
53;136;11;М;339;++-+--------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
54;136;12А;Ж;343;-+-+----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
55;136;12В;М;338;++-+--------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;3;14;27
56;121;11;Ж;345;-+++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
57;121;13;Ж;347;-+-++-----+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
58;123;13;М;503;++--+--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
59;123;11;Ж;347;-+-+----+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
60;123;11;М;337;+++--------+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
61;125;11А;Ж;343;-+++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
62;126;11;М;345;+-++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
63;127;13;М;338;+-+-----++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
64;127;13;М;105;+++----+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
65;127;11;Ж;343;-+++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
66;128;11;Ж;346;-+-++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
67;128;13;М;105;++--+--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
68;128;13;М;103;++--+--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
69;128;11;Ж;343;-+-+++------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
70;129;11;М;345;++----+-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
71;129;11;М;348;-+-++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
72;131;11;Ж;346;++-+----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
73;132;11;Ж;346;-----+-++-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
74;132;11;Ж;338;-++-++------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
75;132;11;Ж;345;--+++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
76;133;11;М;346;++-+------+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
77;133;11;М;347;-++++-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
78;133;13;М;104;++--+--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
79;133;11;Ж;337;---+++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
80;134;13;Ж;506;+++-+-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
81;135;13;М;103;+++-+-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
82;135;11;Ж;348;++-+----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
83;135;12;М;339;+++------+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
84;135;12;М;345;-+-++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
85;135;12;М;342;++-+-+------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
86;135;13;М;106;++-++-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
87;135;13;Ж;103;-+--+--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
88;135;13;М;202;+-+-+-+-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
89;136;11;М;342;+++--+------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
90;136;13;М;501;+++----+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
91;136;11;Ж;338;-+++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
92;136;11;М;347;++--+---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
93;136;11;Ж;337;-++++-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
94;136;13;М;103;-++-++------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
95;136;11;Ж;348;-+-++-+-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
96;136;11А;М;346;+--+----++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
97;136;11А;М;339;++-+------+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
98;136;11А;Ж;345;-+-+----++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
99;136;13;М;102;++--+--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
100;136;13;М;504;++--+-+-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
101;136;13;Ж;101;+++----+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
102;136;11;Ж;344;+--++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
103;136;11;Ж;340;-+-+-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
104;136;13;М;101;+++-+-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
105;136;13;М;104;++--+-+-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
106;136;11;М;346;-++-+---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
107;136;13;М;504;+++-----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
108;136;13;М;503;+-+-+--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
109;136;11;Ж;343;++-+----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
110;136;11;Ж;343;++++--------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
111;136;13;М;101;++--+--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
112;136;11Б;Ж;347;-++-+---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
113;136;11А;Ж;345;+-++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
114;136;11;М;346;+++-----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
115;136;11;М;342;+++-----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
116;136;11;Ж;347;-++---+-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
117;136;12А;Ж;348;+++-----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
118;137;11;Ж;348;++-+----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
119;137;11;Ж;347;-+-++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
120;137;13;М;106;++--+--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;4;18;27
121;121;11;Ж;344;++++---+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
122;121;11;Ж;346;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
123;121;11;Ж;343;--++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
124;121;11;Ж;345;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
125;121;11;М;340;--+----++++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
126;121;11;Ж;346;++-+----++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
127;122;11;Ж;340;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
128;122;11;М;337;-+++----+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
129;122;11;Ж;346;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
130;122;11;М;346;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
131;122;11;М;345;-++++----+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
132;123;13;М;501;+++-+-+-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
133;123;11;М;344;-++-++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
134;123;11;Ж;342;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
135;124;11;М;342;+++--+-+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
136;124;11;Ж;337;+--+++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
137;124;11;Ж;341;-+-++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
138;124;11;М;338;++-++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
139;124;11;Ж;341;+--+-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
140;125;11Б;М;348;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
141;125;13;М;106;+++-+--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
142;126;13;М;105;++-++-+-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
143;126;11;М;340;+-+++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
144;126;11;Ж;339;++++-+------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
145;126;11;Ж;345;-+-+--+-+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
146;126;13;М;104;++--++-+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
147;127;13;Ж;344;-+++-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
148;127;11;Ж;337;++++-+------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
149;127;11;М;348;++-++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
150;127;11;М;344;++-++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
151;127;11;М;340;-++--+--+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
152;128;11;Ж;340;--++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
153;128;11;М;341;++++---+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
154;128;11;М;346;++-+-+----+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
155;128;11;Ж;343;+++-----++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
156;128;11;М;339;-+++----+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
157;128;11;Ж;339;++-+----++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
158;129;11;М;344;+-++-----++-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
159;129;11;М;348;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
160;129;11;Ж;343;-++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
161;130;11;Ж;348;-+-++-+-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
162;131;11;М;343;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
163;131;11;М;347;++-+----+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
164;131;11;Ж;348;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
165;132;11;М;347;+-+-++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
166;132;11;Ж;345;++-+-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
167;132;11;М;347;+--++--+--+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
168;132;13;Ж;101;+++++-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
169;132;11;М;344;-++---+-+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
170;132;11;Ж;342;++++-----+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
171;132;11;Ж;339;++-++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
172;132;11;М;342;++-++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
173;132;13;Ж;102;++--++-+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
174;132;11;М;345;--+++--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
175;133;11;М;337;+--+---+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
176;133;13;М;101;+++++-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
177;133;11;М;338;--++---+++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
178;134;11;Ж;337;+++-+---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
179;135;11;Ж;348;+++-+---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
180;135;13;М;104;+++-+--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
181;135;11;М;338;++-++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
182;135;11;Ж;339;+++----++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
183;135;13;М;105;+++-+----+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
184;135;12;М;340;-+++---++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
185;135;12;М;344;+++-----+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
186;135;12;М;339;+++---+-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
187;135;12;Ж;347;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
188;135;13;Ж;103;-+--++++----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
189;135;12;М;343;+-++---++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
190;135;13;М;105;+++-+----+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
191;136;11;Ж;341;---+-++-+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
192;136;11;Ж;341;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
193;136;11А;М;341;++++-+------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
194;136;13;Ж;101;-++++--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
195;136;13;М;502;+++-+-+-----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
196;136;11;М;341;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
197;136;11;Ж;343;-++-+---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
198;136;11;М;337;+-++-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
199;136;11;Ж;342;+++++-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
200;136;11;М;338;-+++----++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
201;136;11;Ж;343;-++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
202;136;11;Ж;346;-+++-+----+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
203;136;11;Ж;341;+-++----++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
204;136;11А;Ж;343;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
205;136;13;Ж;102;+++-+--+----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
206;136;11Б;М;347;+++++-------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
207;136;11А;Ж;338;-++-+---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
208;136;11;Ж;337;-++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
209;136;11;Ж;341;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
210;136;11;М;344;+++-+---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
211;136;13;Ж;503;-++-+-++----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
212;136;13;М;501;+++-++------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
213;136;12В;Ж;345;++++----+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
214;136;12А;М;342;++-+---++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
215;136;12Б;М;337;--++--+-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
216;136;11;М;345;+--+-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
217;137;11;Ж;346;+--+++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;5;23;27
218;121;11;Ж;345;-+++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
219;121;11;Ж;342;+-+-++--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
220;121;11;Ж;339;++++---+-+--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
221;122;11;М;346;-+++-+--++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
222;122;11;Ж;345;++++----+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
223;122;11;Ж;348;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
224;123;11;Ж;344;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
225;123;11;Ж;342;++++---++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
226;123;11;Ж;339;++++-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
227;123;11;Ж;340;++++-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
228;123;11;Ж;341;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
229;123;11;М;337;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
230;123;11;М;344;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
231;123;11;Ж;339;++++-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
232;124;11;М;344;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
233;124;11;Ж;344;++++----+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
234;125;13;Ж;504;+++-+--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
235;125;13;М;106;++++++------;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
236;125;11Б;Ж;346;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
237;125;11;Ж;341;-++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
238;126;11;Ж;343;-++++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
239;126;11;Ж;340;+-+++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
240;126;11;Ж;348;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
241;126;11;М;346;++-++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
242;126;11;Ж;348;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
243;127;11;Ж;337;-+-++++---+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
244;127;13;М;347;++-+-++---+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
245;127;11;Ж;339;++++--+-+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
246;127;11;М;348;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
247;127;11;М;346;++-++--++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
248;127;11;Ж;341;++++----+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
249;127;13;М;102;+++-+-++----;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
250;127;11;Ж;342;++++-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
251;127;11;Ж;344;+-+++---++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
252;127;11;Ж;347;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
253;127;11;Ж;340;-++++---+--+;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
254;128;11;М;344;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
255;128;11;Ж;347;+++---+-++--;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
256;128;11;Ж;339;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
257;128;11;Ж;347;++++----+-+-;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
258;129;11;М;344;+++++---+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
259;131;11;М;345;++++-+--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
260;131;11;Ж;342;-+++++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
261;131;11;М;347;++-+++--+---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
262;131;11;М;343;+++--+-++---;0(2)0(2)0(2)0(3)0(3)0(4)0(4);;6;27;27
